,group,file,video_fourier_tempogram_audio_chroma,video_fourier_tempogram_audio_fourier_tempogram,video_fourier_tempogram_audio_hpcp,video_fourier_tempogram_audio_mfcc,video_fourier_tempogram_audio_onsets,video_fourier_tempogram_audio_rms,video_fourier_tempogram_audio_tempogram,video_fourier_tempogram_audio_tonnetz,video_fourier_tempogram_audio_vggish_layer0,video_fourier_tempogram_audio_vggish_layer1,video_fourier_tempogram_audio_vggish_layer2,video_fourier_tempogram_audio_vggish_layer3,video_fourier_tempogram_audio_vggish_layer4,video_onsets_audio_chroma,video_onsets_audio_fourier_tempogram,video_onsets_audio_hpcp,video_onsets_audio_mfcc,video_onsets_audio_onsets,video_onsets_audio_rms,video_onsets_audio_tempogram,video_onsets_audio_tonnetz,video_onsets_audio_vggish_layer0,video_onsets_audio_vggish_layer1,video_onsets_audio_vggish_layer2,video_onsets_audio_vggish_layer3,video_onsets_audio_vggish_layer4,video_slowfast_layer0_audio_chroma,video_slowfast_layer0_audio_fourier_tempogram,video_slowfast_layer0_audio_hpcp,video_slowfast_layer0_audio_mfcc,video_slowfast_layer0_audio_onsets,video_slowfast_layer0_audio_rms,video_slowfast_layer0_audio_tempogram,video_slowfast_layer0_audio_tonnetz,video_slowfast_layer0_audio_vggish_layer0,video_slowfast_layer0_audio_vggish_layer1,video_slowfast_layer0_audio_vggish_layer2,video_slowfast_layer0_audio_vggish_layer3,video_slowfast_layer0_audio_vggish_layer4,video_slowfast_layer1_audio_chroma,video_slowfast_layer1_audio_fourier_tempogram,video_slowfast_layer1_audio_hpcp,video_slowfast_layer1_audio_mfcc,video_slowfast_layer1_audio_onsets,video_slowfast_layer1_audio_rms,video_slowfast_layer1_audio_tempogram,video_slowfast_layer1_audio_tonnetz,video_slowfast_layer1_audio_vggish_layer0,video_slowfast_layer1_audio_vggish_layer1,video_slowfast_layer1_audio_vggish_layer2,video_slowfast_layer1_audio_vggish_layer3,video_slowfast_layer1_audio_vggish_layer4,video_slowfast_layer2_audio_chroma,video_slowfast_layer2_audio_fourier_tempogram,video_slowfast_layer2_audio_hpcp,video_slowfast_layer2_audio_mfcc,video_slowfast_layer2_audio_onsets,video_slowfast_layer2_audio_rms,video_slowfast_layer2_audio_tempogram,video_slowfast_layer2_audio_tonnetz,video_slowfast_layer2_audio_vggish_layer0,video_slowfast_layer2_audio_vggish_layer1,video_slowfast_layer2_audio_vggish_layer2,video_slowfast_layer2_audio_vggish_layer3,video_slowfast_layer2_audio_vggish_layer4,video_slowfast_layer3_audio_chroma,video_slowfast_layer3_audio_fourier_tempogram,video_slowfast_layer3_audio_hpcp,video_slowfast_layer3_audio_mfcc,video_slowfast_layer3_audio_onsets,video_slowfast_layer3_audio_rms,video_slowfast_layer3_audio_tempogram,video_slowfast_layer3_audio_tonnetz,video_slowfast_layer3_audio_vggish_layer0,video_slowfast_layer3_audio_vggish_layer1,video_slowfast_layer3_audio_vggish_layer2,video_slowfast_layer3_audio_vggish_layer3,video_slowfast_layer3_audio_vggish_layer4,video_slowfast_layer4_audio_chroma,video_slowfast_layer4_audio_fourier_tempogram,video_slowfast_layer4_audio_hpcp,video_slowfast_layer4_audio_mfcc,video_slowfast_layer4_audio_onsets,video_slowfast_layer4_audio_rms,video_slowfast_layer4_audio_tempogram,video_slowfast_layer4_audio_tonnetz,video_slowfast_layer4_audio_vggish_layer0,video_slowfast_layer4_audio_vggish_layer1,video_slowfast_layer4_audio_vggish_layer2,video_slowfast_layer4_audio_vggish_layer3,video_slowfast_layer4_audio_vggish_layer4,video_tempogram_audio_chroma,video_tempogram_audio_fourier_tempogram,video_tempogram_audio_hpcp,video_tempogram_audio_mfcc,video_tempogram_audio_onsets,video_tempogram_audio_rms,video_tempogram_audio_tempogram,video_tempogram_audio_tonnetz,video_tempogram_audio_vggish_layer0,video_tempogram_audio_vggish_layer1,video_tempogram_audio_vggish_layer2,video_tempogram_audio_vggish_layer3,video_tempogram_audio_vggish_layer4
0,trashbenny,trashbenny_CEzNyW7JJt_.mp4,7.387194154995225e-13,4.584059260653861e-12,1.3313034485581965e-12,9.63886526150759e-10,2.215396919733048e-12,1.908559681823574e-12,1.3334087306526854e-11,2.05197859572126e-12,2.115622130607897e-12,8.011303751463694e-13,9.705382114297278e-14,7.241610739880389e-13,6.523081228816674e-13,6.101168459338169e-10,2.7350678145909857e-12,1.1766665766743678e-11,3.0538423345660703e-08,2.5992155094911595e-09,2.6694682020433902e-08,4.881519147237334e-11,1.8580465166451177e-08,5.424401162620884e-13,4.162482194320326e-14,4.1054524146585947e-13,2.041294433832719e-12,1.8472593246721125e-13,5.566253707955937e-11,1.409597265300544e-13,1.0062825572809686e-11,2.3582054087256665e-09,4.921855891598659e-12,2.414830488350894e-12,1.5315083923272965e-10,2.982101371395984e-11,9.11565311081941e-13,2.5766767192125783e-12,1.0450889285917864e-12,3.8624013926416567e-13,2.810274582487615e-12,1.9341945579898212e-12,1.570738981590547e-13,7.238568468584394e-13,1.4088387401134383e-10,2.385599530418947e-12,2.431384520801272e-12,1.84564342975424e-11,8.520780435394837e-12,6.523679708415886e-13,1.064466982440837e-12,2.2933434665195485e-12,6.799586935168911e-13,1.2688281415124125e-12,6.200284426507996e-13,1.2196710655332232e-12,9.76136164086705e-13,3.046955049379463e-11,4.873527796600552e-13,3.566610440146334e-13,3.208688176270513e-11,1.5506372227913623e-12,2.9718802830973334e-13,1.0902384680808175e-14,2.6713413382381535e-13,1.1643635274699582e-12,4.560191200347896e-13,2.1187669945344628e-13,2.566719894351449e-14,3.1299558819962946e-16,1.3138633410403333e-11,1.0945592678480564e-16,9.491315882109025e-15,6.156631194437212e-14,4.04836889922669e-14,2.4563832650597358e-15,1.4111818775976084e-15,1.483578545929086e-14,4.250662051074466e-15,3.753677327734267e-14,1.433242766005552e-14,3.1795824518210045e-14,5.107454485477251e-17,1.9185980928981827e-12,4.680849650315073e-18,5.7111929152120575e-15,1.5004633820148161e-12,7.642967340829379e-14,3.872004984964386e-17,1.1598710667350793e-16,2.6697548878795935e-15,4.342090109774738e-14,1.8126535564428128e-14,4.978204307115597e-11,3.067815446122779e-11,1.1948791782401269e-11,4.158121763575551e-11,2.3766110607281732e-11,1.0822456819603588e-10,2.0255670751812005e-10,8.738142154296469e-12,1.3388658237634132e-11,9.445728921253504e-12,1.8433544621276887e-11,5.124247207111132e-11,2.8996078108023404e-11
1,trashbenny,trashbenny_2667755420762480826.mp4,1.2409912507338472e-11,1.4726995664626763e-12,6.22019905201221e-13,5.423324567210841e-10,7.345210594270069e-13,1.284801122913501e-13,1.1171538694121352e-10,1.8806728743769874e-11,2.411856738632201e-12,1.0795292611220919e-14,2.548945754986265e-13,6.749417376990946e-14,1.5692728366767383e-11,1.2608704080818711e-09,1.5315421457093303e-12,3.920154999226266e-12,1.9010327534374483e-08,3.427463868277414e-10,5.3272608546706124e-11,3.181298002807864e-10,2.762011064305625e-09,3.0368920269155386e-13,6.467866335829048e-14,1.8497593593565925e-14,2.5490032177014066e-13,3.3519285437544344e-12,8.606065859950718e-11,6.458115292540256e-13,2.1369364611167896e-13,1.188458664813652e-09,1.3793807675938075e-12,1.4731924447702882e-12,7.859430467549444e-11,2.8294581955190523e-11,9.727493116562513e-12,2.1751806085490433e-13,2.4085719313102216e-13,1.809171844453783e-13,3.2075998107616854e-11,4.455190556751365e-12,2.446171737391367e-12,2.8388031942522263e-12,5.620562348873648e-11,7.047662366893581e-12,9.232472425457772e-12,4.1697201247359317e-11,7.629991256863367e-12,3.3197891050745776e-12,1.7403407274324545e-13,2.827642200248226e-12,1.1613271108656953e-12,1.7353939466002721e-12,4.94167369784887e-13,2.2183680673665274e-12,1.2528573014106148e-12,4.3662615190065424e-11,6.691112507811736e-13,1.255547965942072e-12,1.389008491559096e-10,1.354127096911406e-12,8.204171933826054e-13,3.266020700415373e-12,6.045036433227624e-13,8.982542357496848e-13,4.0505478745428425e-13,1.6759549748435881e-13,1.6633534285180607e-13,3.563320437124256e-16,1.872046354739476e-12,2.184344022730677e-15,3.612493452569447e-15,9.4967566796611e-13,5.872050485829575e-14,1.1642440331439572e-15,3.154373459585472e-16,8.4973487647692315e-16,1.8564327931348303e-14,3.8342670916546515e-14,6.250426202005291e-14,2.095439232828629e-15,4.9132481113633775e-18,7.920625960666783e-13,8.898589826983145e-18,6.750045923083412e-17,5.735609036328082e-12,3.0813923596962126e-14,8.359620281103396e-17,3.8375436480286916e-17,6.543878500768409e-16,1.218815697781768e-14,8.608660117224998e-14,1.495891605030053e-11,1.8052503936161202e-11,2.6889251242279144e-11,4.2990278004140237e-11,1.4281124026405134e-11,2.2711466388103396e-11,2.6311172685034023e-10,6.337725483307466e-13,1.6520042278589386e-11,5.5204651613904865e-12,6.5719452449486404e-12,3.081146796035661e-11,1.984661740506155e-11
2,trashbenny,trashbenny_2667755420762480826.mp4,5.9633218502108676e-12,6.5264677343024324e-12,7.443697568054741e-12,9.312858262333634e-10,2.1233485889698978e-12,1.5050236447725074e-12,4.894823435463991e-11,6.097860064113725e-12,1.5799146713124657e-11,6.998705868316302e-12,2.9193739439770106e-12,1.0638441082927441e-13,1.3157828993026754e-11,3.7758721149749874e-10,6.320155987102338e-13,3.1167124436848326e-11,4.606779668847594e-08,3.97536936702636e-09,1.8134929113955423e-09,4.4510239938233553e-10,1.4466627007436728e-08,2.5012166816884562e-12,6.751660997861633e-14,1.389582452739329e-14,3.8358317309148196e-14,1.8100523250380585e-12,1.0146896517460036e-10,4.350002617229537e-13,7.939157144198905e-13,6.253856987825657e-09,3.8714448313825756e-12,1.5618244544879367e-12,9.863608818605485e-10,3.749831348209831e-11,6.260885473258204e-12,2.1862531316557687e-12,4.815577190481202e-13,6.83437545922691e-14,6.146816562691004e-12,1.460747321713196e-12,6.6226490437470975e-12,2.41521169383474e-12,6.035014848970732e-11,3.679574873960423e-12,5.420097964198289e-12,3.0396816175226604e-09,8.164495989004816e-12,3.432616820994716e-12,5.996036458143228e-13,6.972385342696175e-12,1.6550836222373189e-12,6.655846446906866e-12,1.104357924552879e-12,6.83706997267608e-13,3.6854034906295963e-13,2.5587990060138566e-11,7.513629475541794e-13,9.236248918464973e-13,6.131541940845864e-10,1.3490558496698224e-12,1.92148814220916e-13,1.9058558984458296e-12,1.115651841743226e-12,2.2940742187838037e-12,8.290344864596288e-13,2.2297621919426663e-13,2.4493971914206665e-14,8.287885987242716e-16,1.4891214997203583e-11,2.8905751066793687e-16,2.6472100471972362e-15,6.663003482287877e-11,1.7471622564511902e-13,5.698424740565146e-16,6.306938503828556e-17,5.394066744375363e-16,1.6837937565506583e-14,9.269755780029823e-15,1.7153331977482617e-14,4.710659810223386e-15,1.1254209132812668e-17,3.5956715035978526e-12,1.291294490258821e-18,5.740529160186381e-16,2.5438512407660596e-11,1.0862066590145228e-13,2.5936210056292005e-17,5.32714736959868e-18,2.304834353598483e-16,4.2944845711500885e-16,3.3167936577599075e-14,3.1019187218817024e-11,1.1155096846238166e-09,1.1473625383118247e-09,7.190238404675142e-10,4.74415728923816e-10,1.8156509629108086e-10,1.1777383512878714e-09,3.206664489496802e-09,3.468221043689823e-09,3.4831895701081805e-10,9.88789716771521e-10,4.814497134297824e-10,5.835572025603142e-10
3,trashbenny,trashbenny_b39262c.mp4,1.1645901257240077e-11,1.962982901226873e-11,2.222809826826766e-12,1.1625400642145678e-10,7.431175900324272e-13,5.877358495720575e-12,6.876322428128745e-13,1.7105025729158285e-11,2.4241554943960075e-12,3.1673060441744783e-12,1.8255718117754505e-12,1.9980057105323246e-14,3.0353694818047172e-12,1.8467333218197268e-10,3.2824350876259345e-12,2.1125682800327006e-11,3.7759633642053814e-08,1.30897370720362e-09,4.57341080561946e-08,2.7075676770071944e-11,2.286796885186959e-08,1.2431503309401348e-12,2.161193587372351e-13,2.585907291248468e-13,7.197762351418557e-13,2.5187881294574943e-11,8.299140021039708e-12,6.134715565403459e-12,2.836126515928794e-14,7.322724648872736e-10,1.599222598965e-12,5.533148592085091e-12,6.793957757489366e-13,1.0708008091331322e-10,1.0775378853078443e-11,3.1430886539285385e-12,4.228532671582408e-13,3.1738470358810833e-12,1.3973523727006665e-11,5.895610822453934e-12,5.106554068490254e-12,1.2605843018737017e-12,6.565790272583527e-11,3.620635909140635e-12,1.1445356381395433e-12,1.4466905971788346e-11,1.2443900077041548e-12,1.7267357248912374e-12,3.0930260522948894e-13,1.9852348931426178e-13,1.2475697558356202e-14,8.14393366112276e-13,1.743039577690314e-13,1.3262589811102732e-13,2.88149495583645e-13,3.883383198344248e-12,1.9984170568365656e-12,3.299175711270197e-13,3.3724694044334758e-12,2.26473397327287e-12,4.301474541140715e-13,1.774452980385366e-12,6.854078936358032e-13,8.841303340487161e-13,1.3838069145427623e-12,6.95200732918344e-14,8.274409803166183e-13,3.7189676116216805e-15,1.5187880467171233e-11,4.948788300267355e-15,1.3235604696655925e-14,1.338021707320003e-12,1.608241128161006e-13,2.5738764757228007e-15,3.617121217076771e-15,2.655562300276932e-14,2.689906403088166e-13,1.5606098227941012e-13,3.417635640635963e-14,8.214715935478747e-14,3.4025821710973597e-15,1.1209111763776924e-11,2.2686712348275262e-15,5.08734552626274e-15,7.860198494684389e-13,1.5704109426707344e-14,9.974925955212079e-15,1.1474094650755148e-15,1.0962489291712393e-14,1.5897649678891373e-13,7.900356936577438e-14,1.92897420259186e-10,1.2087644774005923e-10,2.3524543424358058e-11,1.957088657800199e-10,8.958239705592064e-11,1.3330181403148345e-10,2.960269807061877e-10,2.7186536355472413e-10,3.946138971144819e-10,2.437189859649802e-11,8.656278471796952e-11,1.2014288175432597e-10,1.408667765767646e-10
4,trashbenny,trashbenny_b39262c.mp4,3.849176186121461e-11,1.0863739074995493e-10,3.622574462625039e-12,2.5645716661415463e-09,6.863965125447624e-12,2.8268153876714885e-12,1.842006408514507e-11,2.5756995494785606e-11,1.5251482802375316e-12,2.899212554058339e-12,1.6298958710470046e-12,1.3419470612854867e-12,7.22773273523214e-12,1.1033699509610528e-09,6.980475919515783e-11,1.9111805887872535e-11,1.4509993206957006e-09,3.060999009818488e-09,1.7251636563742068e-08,8.848956289941867e-12,7.256784950726569e-09,3.604106162818921e-12,4.0587967557216553e-13,1.44017827177767e-13,1.2247204118909227e-12,2.431015892062627e-12,1.782410330442019e-11,2.0120108704113626e-11,3.6866998169571286e-12,5.649586354294911e-10,1.7583360115147606e-11,1.0205146623587513e-11,1.6565554483705114e-11,1.0455324106484198e-10,4.302447287329869e-12,2.211172217547741e-12,2.8476055064299843e-14,2.8090667812674663e-12,2.3757846384642178e-11,1.9583115511145888e-12,2.769142987829598e-12,4.1574695075485835e-12,7.277162206165144e-11,3.6379241633022197e-12,4.057295298343089e-12,2.253176638322696e-11,1.0073277281752446e-11,1.1538495853224973e-12,5.088770659196495e-13,2.1525546102518778e-12,1.8706548896713082e-12,4.671974612735497e-12,2.979023549110754e-13,4.608659374266688e-12,6.777325011961266e-13,4.7253402579716663e-11,2.0399855849700943e-12,6.826689821076704e-13,5.911084555859647e-12,2.534171006721153e-12,6.795592734365474e-13,1.1908683674594078e-12,1.1901423856847115e-12,1.6645745112148225e-13,3.421059008995586e-13,1.3704296486678758e-13,1.6227073938029912e-12,5.226955614211562e-16,2.826375418429894e-12,4.852443384714862e-15,2.2825017158452365e-14,8.111073661679069e-13,7.86983054678475e-15,6.818328928260946e-15,9.619765887461298e-16,4.546374381971625e-15,2.6981248588435133e-14,1.3719513264169592e-13,4.5181347270266403e-14,5.520763425408137e-13,4.6328162118212945e-15,3.6567047133340136e-12,5.929090023310858e-15,5.010788570907528e-16,2.5056196809210285e-13,8.556081732870313e-14,2.0411486560743645e-15,3.3157797169703967e-15,7.626267069834724e-15,3.1707675493455184e-14,8.036316566633478e-14,6.835658705739434e-10,6.194227908373762e-10,2.0472032402629736e-10,1.635426516433114e-11,3.9873424007019764e-11,3.151256200428776e-10,7.280148706101386e-10,3.661787192910104e-11,3.6746380938090795e-10,5.457412854958932e-10,7.0208547309214e-11,5.640168332377016e-10,9.013186030859544e-11
5,trashbenny,trashbenny_2667755420762480826.mp4,7.819482908399955e-12,1.6753444334952072e-13,2.8158057482907672e-12,3.4862726594475646e-10,1.308250383025289e-13,4.710928262069425e-12,3.258193437272183e-10,5.180605076871014e-12,1.8604293453017284e-11,5.008259432170981e-13,2.8874140491769174e-12,7.651602333506868e-14,1.0546115196408135e-11,1.4595466502065335e-10,3.4856183694573217e-13,1.3083277516923175e-11,9.715235194107663e-08,5.833753924378016e-09,1.242215663666002e-09,4.0436279324929103e-10,6.686553533086226e-10,8.818607194309436e-13,1.8079835588727389e-13,3.8398656406228235e-14,1.5752709466715364e-13,7.517650564559109e-12,4.814120629914598e-11,3.2710924355479343e-13,3.8606761017245805e-12,2.614103378206778e-09,5.056424896843215e-12,1.1137722688570051e-11,7.691716708002616e-10,5.54734522206779e-11,8.741929923006264e-12,4.04783140599968e-13,6.473069151004263e-13,3.168739684707156e-13,6.765949779607983e-12,4.5473553308278403e-13,3.819302513141665e-12,1.2175100337630251e-12,4.0120077399175e-12,1.6665143657418335e-12,1.2922165507772698e-12,1.8142998214898398e-09,2.548346082764663e-12,1.5094835104090265e-12,9.582334925539726e-13,3.3992088657730513e-12,2.0295013499621595e-12,1.7410387367911007e-12,2.022696246606337e-12,7.724681354639995e-13,3.401926906409364e-14,2.121094272444779e-11,1.7685664402151274e-13,6.349778558858987e-13,3.496476164155382e-10,1.6193825794208472e-12,1.8429051687474107e-13,1.1005814315456774e-12,4.4901961922944045e-15,1.6280789650463534e-12,5.613256170641789e-13,6.866332995887278e-14,1.6398298666761395e-14,1.883975128205988e-15,4.586878619983192e-12,4.244887086319205e-16,3.3006360384229107e-15,3.800402353926202e-11,6.152423134755253e-14,1.351930864145986e-15,2.261141217805554e-17,6.883901348597927e-16,1.3112031907013943e-14,5.832082727993612e-15,5.5316787663049066e-14,1.3000165324461251e-15,3.752488305234559e-17,1.5597015866342101e-12,1.299453593025891e-18,9.107855173041057e-16,7.285934008893769e-12,1.0112991309174993e-13,3.0524883662227844e-18,1.735012823755078e-17,3.032966109673145e-16,8.015853944693709e-16,2.0201762897069375e-14,1.90568491542642e-10,2.873519824864168e-11,2.176550883969952e-10,3.721817992685672e-12,1.9594090239216655e-10,3.310544893775358e-10,1.802295201969173e-09,1.6819161341441458e-10,6.278350062061122e-11,1.1459630466781334e-10,7.043286787133951e-11,1.2072327859602439e-10,2.9840124815549984e-10
6,trashbenny,trashbenny_CEzNyW7JJt_.mp4,1.0500949068625864e-11,6.070105355859834e-13,3.1893116619885475e-12,7.296958037805723e-10,2.127939751489505e-12,1.7156424935230175e-12,3.300362066971374e-11,5.865180736919218e-12,3.542583977902969e-13,5.235128303082703e-12,2.1504126604399154e-12,3.2566695650979027e-13,1.831118373249452e-12,1.3783409968937121e-09,2.8380160634750018e-12,3.709971219123531e-11,6.035264732418e-09,2.1605217614961703e-09,1.2153573258899542e-08,1.7857458567416273e-11,3.4770812895601466e-09,1.4664520140740545e-13,1.0992687879754492e-13,7.245338226949394e-13,1.297360005883541e-12,3.383071600637777e-12,4.804137990199742e-12,4.485236834717021e-12,2.4508292530839304e-12,1.5211321091612717e-10,2.9369031078613217e-12,9.154419410017933e-12,1.3060330594782954e-10,2.9607302720613404e-11,3.71121623016224e-12,1.7254973491698244e-12,2.540220909053731e-13,5.910415386278789e-13,9.850939508559975e-12,1.0913242965565617e-12,4.1379503989968924e-12,5.0781310580172434e-12,3.253545211023834e-10,8.738796361887347e-13,1.744973089634616e-12,4.8390874640702464e-11,1.2814185476606177e-15,2.6757068782856663e-13,1.6469783436362517e-12,3.398437564347545e-12,1.4309182094426887e-12,2.9674049675798564e-12,1.487025455028379e-12,3.847357003296248e-13,7.688123141585956e-13,1.0402557287791936e-10,9.847166484999725e-13,2.7777381631823028e-14,4.898668276576146e-12,9.39062629740084e-13,5.410427422920805e-13,6.780288678599755e-13,4.178376936982142e-14,1.6235824533764043e-12,1.3887944071665215e-13,3.451253226347678e-13,1.461761484425339e-13,9.886366331236037e-16,7.02405147934293e-12,3.9825660118126725e-16,2.7117864838431885e-14,1.449533635483613e-12,1.6117302262773359e-13,8.414002840341776e-16,4.121518325738392e-15,2.4620198458072395e-16,3.892535707823719e-13,2.4850237359953613e-14,7.738510624400591e-14,1.5009003697004364e-14,1.2736781488303711e-17,1.2623799575117722e-14,5.066581837049781e-17,8.505042576787379e-15,9.34152278100897e-13,7.545616150135548e-14,1.724237869834289e-16,1.6896003103408964e-16,6.419229132250466e-16,2.1861767902702986e-15,3.6409897584974496e-14,6.6686552113726094e-12,6.862310719668585e-11,7.928908224430486e-11,3.581112073547388e-10,5.2763352714757517e-11,1.4024184591399091e-10,1.1354708839839134e-10,1.8201332108169765e-10,1.7957432763004988e-10,1.1296626134527088e-10,2.7480670516943917e-10,1.597624532667652e-10,3.6007388043435284e-11
7,trashbenny,trashbenny_a35ea8a.mp4,2.0604835112431052e-12,2.5961383650491276e-12,3.762460178483029e-13,6.901891280719497e-10,4.939851479257573e-12,1.6269706935856387e-12,2.5978125206549407e-10,6.879737231291205e-12,3.941428780573908e-12,2.5547337682840787e-12,1.6446728961366786e-13,1.71411821368872e-13,9.251391319686775e-12,1.0266850480888934e-08,3.1714581048142287e-12,3.396319683823812e-13,3.16086037344121e-08,5.268177005746111e-10,1.0608843803439072e-09,2.1484251877534888e-10,1.091591705915107e-08,2.3270345069284493e-13,1.9014011285595211e-13,2.1329476813242154e-13,9.835485290793367e-13,1.648507198803717e-11,2.450805704212744e-11,6.513936091911976e-12,1.0572662537122746e-13,5.860874452423559e-09,1.858202480775617e-11,2.346926993024301e-11,1.907738134132586e-10,3.107160362336714e-11,1.2246652476843867e-11,5.193668845687727e-13,7.86165132559552e-13,9.449481128132042e-13,1.6322342782926214e-12,2.2812522270515556e-12,1.6032441758732918e-13,1.630843030064888e-12,1.5789408669419913e-10,1.4416690497648377e-14,2.5566354588946183e-12,1.7556620046654814e-10,1.1415524775459929e-11,9.386790390114585e-13,4.195160386612218e-13,3.815486121494516e-12,4.87890977618477e-15,4.692566647757079e-12,8.667940497308901e-13,3.737082529282204e-13,1.7762923293709876e-13,7.173928985582112e-12,5.564404731255024e-14,7.356953588000259e-13,8.136289558757781e-11,2.185363869033896e-12,5.913228348815303e-13,1.3067192185071963e-13,3.736671616658832e-13,3.069675590106069e-13,5.898908206521114e-13,1.411259076180421e-13,7.901384895762226e-14,1.1882711814840095e-14,7.48478969775368e-12,2.003315082452304e-15,3.5398650360236004e-15,2.575961579459607e-12,1.4721015205443333e-13,9.071451814550435e-16,8.535815283761128e-15,3.768721056393977e-15,1.2958889197183313e-14,7.633921706579061e-15,3.5535390277043055e-14,5.870409274790975e-15,1.5425613463979602e-16,2.10475734063742e-12,1.9774712072590688e-17,2.762839361859868e-16,2.3401463059014027e-12,2.2139996541832574e-13,9.883944743449175e-17,1.1217150117881313e-16,2.5960924558633865e-17,3.6699735318865973e-16,8.797253696997062e-15,3.988665994714147e-11,1.6036268146724098e-10,1.1096117080722223e-10,3.1330629757242434e-10,9.429058228649367e-11,4.811033169072054e-11,1.604421179246529e-10,1.6499267230241088e-11,4.352108951000133e-11,6.41749015040105e-11,1.0012067563902605e-11,6.577247080308268e-11,1.6104707845077115e-11
8,trashbenny,trashbenny_2667755420762480826.mp4,1.0098890473875244e-11,5.326404248218175e-12,4.067243503796947e-12,1.3846851443233277e-09,6.019375102528368e-12,5.265388819397643e-12,7.486525843702907e-10,5.291276097829645e-12,2.0299579725491235e-11,7.905630143578701e-12,2.600202605312907e-12,1.8638880044420658e-13,2.782525078404152e-12,2.2787103315380364e-09,2.8195528594190944e-13,2.131808618521802e-12,1.745223698890186e-08,4.653537999388391e-09,3.2786209303026226e-09,1.831899354431954e-10,4.146068821597737e-09,1.4635557306005853e-12,1.233861320407148e-12,7.007542197337222e-14,1.3129878044179644e-13,8.572339019186082e-12,3.108672347318375e-11,4.346357800576184e-14,1.27496277424477e-12,4.446778500977189e-10,4.22499838934054e-12,4.408003909800451e-12,5.068658825990724e-10,9.632566966288891e-11,9.149561533763895e-13,3.646576096638654e-12,3.362364640185911e-13,1.79452915201328e-13,5.643261899446195e-12,1.9231192159574473e-12,1.5709433537000606e-12,3.057648318566253e-12,2.988768954548249e-10,2.978764587421856e-12,3.755569639996015e-12,7.512648836360825e-10,1.6411852345882272e-12,2.526754413340049e-12,1.8839105622725505e-12,1.1073385047452589e-12,1.4085326871873804e-12,1.3739825249770021e-12,2.9066451936315962e-12,7.324269229308511e-13,1.4902443428582712e-12,8.203403234485762e-11,5.323972057484638e-13,1.531703800253248e-12,4.9156366477287605e-11,7.758832638871116e-13,2.279047718774241e-13,5.360119900016391e-13,1.6057118742279775e-12,1.7388197002046746e-12,3.6139185177405664e-13,2.930693339918411e-14,4.298903542035914e-15,8.957576705121567e-16,2.8808001990843213e-12,3.9507795122801787e-16,3.807889977457384e-15,4.580339926785193e-11,7.504607558213999e-14,7.248474917008019e-16,1.0212746125263248e-15,1.4850217630162652e-15,8.371750084075653e-15,4.594962648221679e-14,1.0884833480514708e-13,2.853201366068549e-16,1.783885301322671e-18,2.908037526061502e-12,9.452061544721204e-19,1.1252287426813585e-16,2.7829594531625368e-11,1.3067647549984407e-13,3.337916962751557e-17,5.240776065168037e-18,1.1348217878557075e-16,2.360494476749339e-16,3.082290553433481e-14,6.294820775742949e-10,1.3829031253465018e-09,1.985564601625356e-09,3.7653298257112056e-09,4.70734229374159e-10,1.909279845335732e-09,3.2925884241308268e-12,1.9434960307762594e-09,3.431335215964282e-10,1.3007572796652767e-10,3.816244542598213e-10,1.4733054776172594e-09,7.458080819588986e-10
